model_name,author,model_class,params,hash,license,task,groq_chips_used,groq_estimated_latency,nvidia_latency,x86_latency,onnx_exported,onnx_optimized,onnx_converted
regnet_y_400mf,torch_hub,RegNet,4344144,74d9ef17,-,Computer_Vision,-,-,-,-,True,False,False
regnetx_002,timm,RegNet,2684792,50a0cb8c,-,Computer_Vision,-,-,-,-,True,False,False
regnetx_064,timm,RegNet,26209256,b85737d9,-,Computer_Vision,-,-,-,-,True,False,False
regnety_064,timm,RegNet,30583252,b5ee5f30,-,Computer_Vision,-,-,-,-,True,False,False
regnetz_d8,timm,ByobNet,23373792,d6f2650a,-,Computer_Vision,-,-,-,-,True,False,False
res2net50_26w_6s,timm,ResNet,37051448,8ac87c24,-,Computer_Vision,-,-,-,-,True,False,False
resnest101e,timm,ResNet,48275016,c3eeab6a,-,Computer_Vision,-,-,-,-,True,False,False
resnet26t,timm,ResNet,16011872,b67ca5e4,-,Computer_Vision,-,-,-,-,True,False,False
resnetaa50d,timm,ResNet,25576264,b8922cc4,-,Computer_Vision,-,-,-,-,True,False,False
resnetv2_101x1_bitm_in21k,timm,ResNetV2,87248787,f84fa0ec,-,Computer_Vision,-,-,-,-,True,False,False
resnetv2_50d_evos,timm,ResNetV2,25591368,7d7b1bd0,-,Computer_Vision,-,-,-,-,True,False,False
resnext101_32x4d,timm,ResNet,44177704,984aa3a2,-,Computer_Vision,-,-,-,-,True,False,False
rexnetr_130,timm,RexNet,7608080,e3432298,-,Computer_Vision,-,-,-,-,True,False,False
semnasnet_075,timm,EfficientNet,2912278,b78c4325,-,Computer_Vision,-,-,-,-,True,False,False
seresnet33ts,timm,ByobNet,19779200,c5ed3d1f,-,Computer_Vision,-,-,-,-,True,False,False
seresnext26d_32x4d,timm,ResNet,16809512,680ffb53,-,Computer_Vision,-,-,-,-,True,False,False
shufflenet_v2_x1_5,torch_hub,ShuffleNetV2,3503624,51805568,-,Computer_Vision,-,-,-,-,True,False,False
spnasnet_100,timm,EfficientNet,4421616,5bc046ef,-,Computer_Vision,-,-,-,-,True,False,False
ssd300_vgg16,torchvision,SSD,35641826,7940cda0,-,Computer_Vision,-,-,-,-,True,False,False
ssd300_vgg16,torchvision,SSDFeatureExtractorVGG,22943936,ba239042,-,Computer_Vision,-,-,-,-,True,False,False
swin_s3_small_224,timm,SwinTransformer,49737298,5c561383,-,Computer_Vision,-,-,-,-,True,False,False
swinv2_cr_giant_224,timm,SwinTransformerV2Cr,2598761896,ede7ae12,-,Computer_Vision,-,-,-,-,True,False,False
t5_small,huggingface_pytorch,T5ForConditionalGeneration,76956160,6f1dd5bb,-,Natural_Language_Processing,-,-,-,-,True,False,False
tf_inception_v3,timm,InceptionV3,23834568,4599a3df,-,Computer_Vision,-,-,-,-,True,False,False
tf_mobilenetv3_small_075,timm,MobileNetV3,2041872,1f94b9fa,-,Computer_Vision,-,-,-,-,True,False,False
tv_resnet34,timm,ResNet,21797672,3765d65b,-,Computer_Vision,-,-,-,-,True,False,False
vgg13,timm,VGG,133047848,9ecc24c8,-,Computer_Vision,-,-,-,-,True,False,False
vgg19,torch_hub,VGG,143667240,d889f054,-,Computer_Vision,-,-,-,-,True,False,False
vit_base_patch16_224_in21k,timm,VisionTransformer,102595923,87f8c7a7,-,Computer_Vision,-,-,-,-,True,False,False
vit_base_r50_s16_224,timm,ResNetV2,11894848,32cb4b33,-,Computer_Vision,-,-,-,-,True,False,False
vit_base_r50_s16_224,timm,VisionTransformer,114687379,85483c33,-,Computer_Vision,-,-,-,-,True,False,False
vit_large_r50_s32_224,timm,ResNetV2,23508032,13dc4c6c,-,Computer_Vision,-,-,-,-,True,False,False
vit_large_r50_s32_224,timm,VisionTransformer,328994856,804b487e,-,Computer_Vision,-,-,-,-,True,False,False
vit_small_resnet26d_224,timm,FeatureListNet,13965408,3fd1c997,-,Computer_Vision,-,-,-,-,True,False,False
vit_small_resnet26d_224,timm,VisionTransformer,63608392,b8274fdc,-,Computer_Vision,-,-,-,-,True,False,False
volo_d2_384,timm,VOLO,58872896,382f1685,-,Computer_Vision,-,-,-,-,False,False,False
xception71,timm,XceptionAligned,42338736,2194d5d4,-,Computer_Vision,-,-,-,-,True,False,False
xcit_nano_12_p8_224_dist,timm,Xcit,3049016,7bb30983,-,Computer_Vision,-,-,-,-,True,False,False
xcit_small_12_p8_224_dist,timm,Xcit,26213032,f67c1b22,-,Computer_Vision,-,-,-,-,True,False,False
xcit_tiny_24_p16_224,timm,Xcit,12116896,60c958fe,-,Computer_Vision,-,-,-,-,True,False,False
beit_base_patch16_384,timm,Beit,86744104,9e572183,-,Computer_Vision,-,-,-,-,True,False,False
deit3_huge_patch14_224,timm,VisionTransformer,632126440,509df9c0,-,Computer_Vision,-,-,-,-,True,False,False
densenet121,torch_hub,DenseNet,7978856,d5f7254d,-,Computer_Vision,-,-,-,-,True,False,False
distilbert_for_question_answering,transformers,DistilBertForQuestionAnswering,66364418,65b3ff1b,-,Natural_Language_Processing,-,-,-,-,True,False,False
dla60_res2next,timm,DLA,17032984,c0b3bd8f,-,Computer_Vision,-,-,-,-,True,False,False
eca_botnext26ts_256,timm,ByobNet,10593301,1b1f47c6,-,Computer_Vision,-,-,-,-,True,False,False
ecaresnet101d,timm,ResNet,44568563,a50febd1,-,Computer_Vision,-,-,-,-,True,False,False
edgenext_small,timm,EdgeNeXt,5586832,0ca94ebc,-,Computer_Vision,-,-,-,-,True,False,False
efficientnet_b2,timm,EfficientNet,9109994,188b8bf0,-,Computer_Vision,-,-,-,-,True,False,False
efficientnet_el_pruned,timm,EfficientNet,10589712,70c78f7f,-,Computer_Vision,-,-,-,-,True,False,False
efficientnetv2_l,timm,EfficientNet,118515272,036a010b,-,Computer_Vision,-,-,-,-,True,False,False
gernet_m,timm,ByobNet,21142920,c42e81a2,-,Computer_Vision,-,-,-,-,True,False,False
gluon_resnet152_v1s,timm,ResNet,60316584,87ee6b42,-,Computer_Vision,-,-,-,-,True,False,False
halo2botnet50ts_256,timm,ByobNet,22635360,20a3d277,-,Computer_Vision,-,-,-,-,False,False,False
hardcorenas_f,timm,MobileNetV3,8199688,8b9cda16,-,Computer_Vision,-,-,-,-,True,False,False
hardnet39ds,torch_hub,HarDNet,3488228,47ba431c,-,Computer_Vision,-,-,-,-,True,False,False
inception_v4,timm,InceptionV4,42679816,6a03d180,-,Computer_Vision,-,-,-,-,True,False,False
legacy_seresnet101,timm,SENet,49326872,80462f06,-,Computer_Vision,-,-,-,-,True,False,False
mixer_b16_224_miil,timm,MlpMixer,59880472,e4238434,-,Computer_Vision,-,-,-,-,True,False,False
mnasnet1_3,torch_hub,MNASNet,6282256,87ea0deb,-,Computer_Vision,-,-,-,-,True,False,False
mnasnet_140,timm,EfficientNet,7115728,d0118788,-,Computer_Vision,-,-,-,-,True,False,False
mobilenetv3_small_050,timm,MobileNetV3,1593224,65cb7285,-,Computer_Vision,-,-,-,-,True,False,False
mobilevitv2_200_in22ft1k,timm,ByobNet,18449329,5d5907f2,-,Computer_Vision,-,-,-,-,True,False,False
nfnet_f6,timm,NormFreeNet,438359032,5f1636e8,-,Computer_Vision,-,-,-,-,True,False,False
regnet_y_128gf,torch_hub,RegNet,644812894,a2a92eba,-,Computer_Vision,-,-,-,-,True,False,False
repvgg_b1,timm,ByobNet,57415016,d00ee689,-,Computer_Vision,-,-,-,-,True,False,False
resmlp_24_224_dino,timm,MlpMixer,30020680,d0723612,-,Computer_Vision,-,-,-,-,True,False,False
resnest50d,timm,ResNet,27483240,38f9507f,-,Computer_Vision,-,-,-,-,True,False,False
resnet32ts,timm,ByobNet,17963616,de7a77d6,-,Computer_Vision,-,-,-,-,True,False,False
resnetaa50,timm,ResNet,25557032,40200240,-,Computer_Vision,-,-,-,-,True,False,False
resnetv2_101x1_bitm,timm,ResNetV2,44541480,c0f22eb0,-,Computer_Vision,-,-,-,-,True,False,False
resnetv2_50d_frn,timm,ResNetV2,25591368,083d4b6e,-,Computer_Vision,-,-,-,-,True,False,False
resnetv2_50x3_bitm,timm,ResNetV2,217319080,1ea42a8c,-,Computer_Vision,-,-,-,-,True,False,False
retinanet_resnet50_fpn,torchvision,RetinaNet,34014999,7cc11439,-,Computer_Vision,-,-,-,-,True,False,False
segformer,huggingface_pytorch,SegformerModel,3319392,28a23805,-,Computer_Vision,-,-,-,-,True,False,False
semnasnet_140,timm,EfficientNet,6105992,db2440ec,-,Computer_Vision,-,-,-,-,True,False,False
seresnet50t,timm,ResNet,28104720,65be1e54,-,Computer_Vision,-,-,-,-,True,False,False
skresnet34,timm,ResNet,22282376,fcc5fc6f,-,Computer_Vision,-,-,-,-,True,False,False
splinter,huggingface_pytorch,SplinterModel,108891648,d8703a6e,-,Natural_Language_Processing,-,-,-,-,True,False,False
swin_base_patch4_window7_224,timm,SwinTransformer,87768224,8cdfc204,-,Computer_Vision,-,-,-,-,True,False,False
swin_s,torch_hub,SwinTransformer,49606258,cc85d49e,-,Computer_Vision,-,-,-,-,True,False,False
swinv2_cr_base_224,timm,SwinTransformerV2Cr,87877464,3ad689c7,-,Computer_Vision,-,-,-,-,True,False,False
swinv2_large_window12to16_192to256_22kft1k,timm,SwinTransformerV2,196739932,c1a433a5,-,Computer_Vision,-,-,-,-,True,False,False
tf_efficientnet_b2_ns,timm,EfficientNet,9109994,9800baeb,-,Computer_Vision,-,-,-,-,True,False,False
tf_efficientnet_b7_ap,timm,EfficientNet,66347960,06877d85,-,Computer_Vision,-,-,-,-,True,False,False
tf_efficientnet_lite4,timm,EfficientNet,13006568,ebd2da3b,-,Computer_Vision,-,-,-,-,True,False,False
tf_efficientnetv2_s_in21k,timm,EfficientNet,48158371,150bc9af,-,Computer_Vision,-,-,-,-,True,False,False
tf_mobilenetv3_small_100,timm,MobileNetV3,2542856,57ba706b,-,Computer_Vision,-,-,-,-,True,False,False
tv_resnet50,timm,ResNet,25557032,25cce11f,-,Computer_Vision,-,-,-,-,True,False,False
vgg16,timm,VGG,138357544,f010f74a,-,Computer_Vision,-,-,-,-,True,False,False
vit_base_patch16_224_miil_in21k,timm,VisionTransformer,94399957,5a712794,-,Computer_Vision,-,-,-,-,True,False,False
vit_base_r50_s16_384,timm,ResNetV2,11894848,32cb4b33,-,Computer_Vision,-,-,-,-,True,False,False
vit_base_r50_s16_384,timm,VisionTransformer,98950952,8636b68e,-,Computer_Vision,-,-,-,-,True,False,False
vit,huggingface_pytorch,ViTModel,86389248,993623dd,-,Computer_Vision,-,-,-,-,True,False,False
vit_large_r50_s32_384,timm,ResNetV2,23508032,13dc4c6c,-,Computer_Vision,-,-,-,-,True,False,False
vit_large_r50_s32_384,timm,VisionTransformer,329092136,804b487e,-,Computer_Vision,-,-,-,-,True,False,False
vit_srelpos_medium_patch16_224,timm,VisionTransformerRelPos,38735856,b43322ea,-,Computer_Vision,-,-,-,-,True,False,False
volo_d3_224,timm,VOLO,86325072,fcd35db8,-,Computer_Vision,-,-,-,-,False,False,False
xception,timm,Xception,22855952,0c50f5e5,-,Computer_Vision,-,-,-,-,True,False,False
xcit_nano_12_p16_224,timm,Xcit,3053224,44d6a0c6,-,Computer_Vision,-,-,-,-,True,False,False
xcit_nano_12_p8_384_dist,timm,Xcit,3049016,7bb30983,-,Computer_Vision,-,-,-,-,True,False,False
xcit_tiny_12_p8_224_dist,timm,Xcit,6706504,f4e75ac9,-,Computer_Vision,-,-,-,-,True,False,False
cait_xs24_384,timm,Cait,26670088,14ee12fe,-,Computer_Vision,-,-,-,-,True,False,False
chebconv,graph_convolutions,ChebConv,20069,8822658f,-,Graph_Machine_Learning,-,-,-,-,True,False,False
convmixer_1024_20_ks9_p14,timm,ConvMixer,24383464,9966e2d4,-,Computer_Vision,-,-,-,-,False,False,False
convnext_large,timm,ConvNeXt,197767336,d5587236,-,Computer_Vision,-,-,-,-,True,False,False
crossvit_18_240,timm,CrossVit,43271408,19a36a43,-,Computer_Vision,-,-,-,-,True,False,False
cs3darknet_l,timm,CspNet,21164168,409a6ab9,-,Computer_Vision,-,-,-,-,True,False,False
darknet17,timm,CspNet,14304840,1a7ce1cb,-,Computer_Vision,-,-,-,-,True,False,False
deit3_small_patch16_224,timm,VisionTransformer,22059496,dc9847f3,-,Computer_Vision,-,-,-,-,True,False,False
deit_tiny_patch16_224,timm,VisionTransformer,5717416,f13fa33b,-,Computer_Vision,-,-,-,-,True,False,False
densenet161,torch_hub,DenseNet,28681000,6c360ce5,-,Computer_Vision,-,-,-,-,True,False,False
distilhubert_for_audio_classification,transformers,HubertForSequenceClassification,23700397,4170140a,-,Audio,-,-,-,-,True,False,False
dla60,timm,DLA,22036632,6d4e6f47,-,Computer_Vision,-,-,-,-,True,False,False
dpn68,timm,DPN,12611602,5a2d9534,-,Computer_Vision,-,-,-,-,True,False,False
eca_nfnet_l2,timm,NormFreeNet,56722348,0ba45a8c,-,Computer_Vision,-,-,-,-,True,False,False
efficientnet_b0_g16_evos,timm,EfficientNet,8107756,51cc660a,-,Computer_Vision,-,-,-,-,True,False,False
efficientnet_b6,timm,EfficientNet,43040704,1c8c4ef8,-,Computer_Vision,-,-,-,-,True,False,False
efficientnet_lite4,timm,EfficientNet,13006568,a1b52fd6,-,Computer_Vision,-,-,-,-,True,False,False
ese_vovnet57b,timm,VovNet,38608936,3f452640,-,Computer_Vision,-,-,-,-,True,False,False
gernet_s,timm,ByobNet,8173761,adfdb7ee,-,Computer_Vision,-,-,-,-,True,False,False
gluon_resnet18_v1b,timm,ResNet,11689512,495787f5,-,Computer_Vision,-,-,-,-,True,False,False
gluon_seresnext50_32x4d,timm,ResNet,27559896,b147a4bd,-,Computer_Vision,-,-,-,-,True,False,False
gpt2,transformers,GPT2Model,124439808,af143a10,-,Generative_AI,-,-,-,-,True,False,False
hardcorenas_c,timm,MobileNetV3,5521224,b7d32fa2,-,Computer_Vision,-,-,-,-,True,False,False
hardnet68ds,torch_hub,HarDNet,4180602,85f34cd3,-,Computer_Vision,-,-,-,-,True,False,False
ig_resnext101_32x8d,timm,ResNet,88791336,a37f8b3b,-,Computer_Vision,-,-,-,-,True,False,False
keypointrcnn_resnet50_fpn,torchvision,KeypointRCNN,59137258,2f5908b4,-,Computer_Vision,-,-,-,-,True,False,False
lcnet_150,timm,MobileNetV3,4501112,c1933e4e,-,Computer_Vision,-,-,-,-,True,False,False
levit_384,timm,LevitDistilled,39128836,d69d9665,-,Computer_Vision,-,-,-,-,True,False,False
midas_v3_hybrid,torch_hub,ResNetV2,11894848,32cb4b33,-,Computer_Vision,-,-,-,-,True,False,False
midas_v3_hybrid,torch_hub,DPTDepthModel,123146985,5a352920,-,Computer_Vision,-,-,-,-,True,False,False
mnasnet_050,timm,EfficientNet,2218512,69194998,-,Computer_Vision,-,-,-,-,True,False,False
mobilenetv2_120d,timm,EfficientNet,5831144,4b0ed84b,-,Computer_Vision,-,-,-,-,True,False,False
mobilevit_small_for_semantic_segmentation,transformers,MobileViTForSemanticSegmentation,6357941,5621d1d8,-,Computer_Vision,-,-,-,-,True,False,False
mobilevitv2_150_in22ft1k,timm,ByobNet,10594753,bee9b4dd,-,Computer_Vision,-,-,-,-,True,False,False
nf_ecaresnet50,timm,NormFreeNet,25557118,af594384,-,Computer_Vision,-,-,-,-,True,False,False
nf_regnet_b4,timm,NormFreeNet,30210816,59df0eaf,-,Computer_Vision,-,-,-,-,True,False,False
pit_s_224,timm,PoolingVisionTransformer,23461912,3fcb9f05,-,Computer_Vision,-,-,-,-,True,False,False
poolformer_s12,timm,MetaFormer,11915176,0c27a53f,-,Computer_Vision,-,-,-,-,True,False,False
rag,huggingface_pytorch,RagModel,515183104,7e502070,-,MultiModal,-,-,-,-,True,False,False
regnet_x_8gf,torch_hub,RegNet,39572648,26bfacd7,-,Computer_Vision,-,-,-,-,True,False,False
regnetx_008,timm,RegNet,7259656,7c098d88,-,Computer_Vision,-,-,-,-,True,False,False
regnety_008,timm,RegNet,6263168,34d9ce07,-,Computer_Vision,-,-,-,-,True,False,False
regnetz_b16_evos,timm,ByobNet,9736824,ea1b9314,-,Computer_Vision,-,-,-,-,True,False,False
res2net50_48w_2s,timm,ResNet,25287304,35f17a88,-,Computer_Vision,-,-,-,-,True,False,False
resnest14d,timm,ResNet,10611688,ee96649b,-,Computer_Vision,-,-,-,-,True,False,False
resnet152d,timm,ResNet,60212040,b3fe2d35,-,Computer_Vision,-,-,-,-,True,False,False
resnet50t,timm,ResNet,25573728,8001b0f5,-,Computer_Vision,-,-,-,-,True,False,False
resnetrs420,timm,ResNet,191891656,3180d529,-,Computer_Vision,-,-,-,-,True,False,False
resnext50_32x4d,timm,ResNet,25028904,baf7f18f,-,Computer_Vision,-,-,-,-,True,False,False
sehalonet33ts,timm,ByobNet,13691712,6c0a5189,-,Computer_Vision,-,-,-,-,False,False,False
sequencer2d_m,timm,Sequencer2d,38307688,dc1902cf,-,Computer_Vision,-,-,-,-,True,False,False
shufflenet_v2_x2_0,torch_hub,ShuffleNetV2,7393996,670c36ac,-,Computer_Vision,-,-,-,-,True,False,False
skresnet50d,timm,ResNet,25822392,85e82665,-,Computer_Vision,-,-,-,-,True,False,False
swin_large_patch4_window12_384,timm,SwinTransformer,196735516,c04359a3,-,Computer_Vision,-,-,-,-,True,False,False
swinv2_cr_huge_384,timm,SwinTransformerV2Cr,657938780,446afcae,-,Computer_Vision,-,-,-,-,True,False,False
tf_efficientnet_b0_ap,timm,EfficientNet,5288548,1316894e,-,Computer_Vision,-,-,-,-,True,False,False
tf_efficientnet_b4,timm,EfficientNet,19341616,3593adfd,-,Computer_Vision,-,-,-,-,True,False,False
tf_efficientnet_cc_b1_8e,timm,EfficientNet,39715968,7d1bc2a6,-,Computer_Vision,-,-,-,-,False,False,False
tf_efficientnet_lite3,timm,EfficientNet,8197096,747eba3e,-,Computer_Vision,-,-,-,-,True,False,False
tf_efficientnetv2_s_in21ft1k,timm,EfficientNet,21458488,a2ff6568,-,Computer_Vision,-,-,-,-,True,False,False
tf_mixnet_m,timm,EfficientNet,5014382,1fcb18e8,-,Computer_Vision,-,-,-,-,True,False,False
tnt_b_patch16_224,timm,TNT,65406600,9f04a81c,-,Computer_Vision,-,-,-,-,True,False,False
visformer_tiny,timm,Visformer,10321368,13e335a1,-,Computer_Vision,-,-,-,-,True,False,False
vit_b_16,torch_hub,VisionTransformer,86567656,dd47dfd6,-,Computer_Vision,-,-,-,-,True,False,False
vit_base_patch32_plus_256,timm,VisionTransformer,119478120,58f4917a,-,Computer_Vision,-,-,-,-,True,False,False
vit_huge_patch14_224,timm,VisionTransformer,658745683,914c2eca,-,Computer_Vision,-,-,-,-,True,False,False
vit_relpos_medium_patch16_cls_224,timm,VisionTransformerRelPos,38764616,f065d5a7,-,Computer_Vision,-,-,-,-,True,False,False
vit_small_patch8_224_dino,timm,VisionTransformer,21670272,77d11875,-,Computer_Vision,-,-,-,-,True,False,False
volo_d1_224,timm,VOLO,26632040,a1c89071,-,Computer_Vision,-,-,-,-,False,False,False
xception41,timm,XceptionAligned,26969560,06bb54b9,-,Computer_Vision,-,-,-,-,True,False,False
xcit_medium_24_p16_384_dist,timm,Xcit,84395752,703f1ad1,-,Computer_Vision,-,-,-,-,True,False,False
xcit_small_24_p16_224,timm,Xcit,47671384,72ec6033,-,Computer_Vision,-,-,-,-,True,False,False
beit_large_patch16_224,timm,Beit,304430568,9ac2fe61,-,Computer_Vision,-,-,-,-,True,False,False
convit_small,timm,ConVit,27777322,41a9e9a2,-,Computer_Vision,-,-,-,-,True,False,False
convnext_tiny_hnf,timm,ConvNeXt,28589128,f8bf4b5c,-,Computer_Vision,-,-,-,-,True,False,False
crossvit_9_dagger_240,timm,CrossVit,8776592,f7ef507c,-,Computer_Vision,-,-,-,-,True,False,False
cs3darknet_m,timm,CspNet,9310240,f83b4b9d,-,Computer_Vision,-,-,-,-,True,False,False
darknet21,timm,CspNet,20863048,220ca26a,-,Computer_Vision,-,-,-,-,True,False,False
deit3_small_patch16_384_in21ft1k,timm,VisionTransformer,22205416,dc9847f3,-,Computer_Vision,-,-,-,-,True,False,False
densenet169,torch_hub,DenseNet,14149480,ccd997cb,-,Computer_Vision,-,-,-,-,True,False,False
detr_for_object_detection,transformers,DetrForObjectDetection,41532448,a2481ba5,-,Computer_Vision,-,-,-,-,True,False,False
dla34,timm,DLA,15742104,df705e2c,-,Computer_Vision,-,-,-,-,True,False,False
dm_nfnet_f2,timm,NormFreeNet,193779228,becbfb4c,-,Computer_Vision,-,-,-,-,True,False,False
dnaconv,graph_convolutions,DNAConv,6164766,5ce10348,-,Graph_Machine_Learning,-,-,-,-,True,False,False
edgenext_small_rw,timm,EdgeNeXt,7826512,8556143a,-,Computer_Vision,-,-,-,-,True,False,False
efficientnet_b3a,timm,EfficientNet,12233232,18c94366,-,Computer_Vision,-,-,-,-,True,False,False
efficientnet_el,timm,EfficientNet,10589712,70c78f7f,-,Computer_Vision,-,-,-,-,True,False,False
efficientnetv2_rw_s,timm,EfficientNet,23941296,45a7f822,-,Computer_Vision,-,-,-,-,True,False,False
fbnetv3_b,timm,MobileNetV3,8598464,07abe998,-,Computer_Vision,-,-,-,-,True,False,False
ghostnet_130,timm,GhostNet,7358820,3632bdf3,-,Computer_Vision,-,-,-,-,True,False,False
gluon_resnet50_v1s,timm,ResNet,25680808,da3ba6b7,-,Computer_Vision,-,-,-,-,True,False,False
halonet50ts,timm,ByobNet,22733280,2c4b2228,-,Computer_Vision,-,-,-,-,False,False,False
hardnet68,torch_hub,HarDNet,17565348,9d6d24cf,-,Computer_Vision,-,-,-,-,True,False,False
hrnet_w48,timm,HighResolutionNet,77469864,8b7a2d42,-,Computer_Vision,-,-,-,-,True,False,False
legacy_senet154,timm,SENet,115088984,fdb00edd,-,Computer_Vision,-,-,-,-,True,False,False
midas_v3_large,torch_hub,DPTDepthModel,344055465,c6d4cb25,-,Computer_Vision,-,-,-,-,False,False,False
minilmv2,transformers,BertModel,22713216,f969d36d,-,Natural_Language_Processing,-,-,-,-,True,False,False
mixer_b32_224,timm,MlpMixer,60293428,9bbb0590,-,Computer_Vision,-,-,-,-,True,False,False
mnasnet_b1,timm,EfficientNet,4383312,d1d8126f,-,Computer_Vision,-,-,-,-,True,False,False
mobilenetv3_small_100,timm,MobileNetV3,2542856,4801516e,-,Computer_Vision,-,-,-,-,True,False,False
mobilevit_xxs,timm,ByobNet,1272024,53c63d25,-,Computer_Vision,-,-,-,-,True,False,False
mt5_encoder,transformers,MT5EncoderModel,146940608,760f744b,-,MultiModal,-,-,-,-,True,False,False
nfnet_f7,timm,NormFreeNet,499503992,95353d15,-,Computer_Vision,-,-,-,-,True,False,False
res2net50_14w_8s,timm,ResNet,25059816,d5f9ad0e,-,Computer_Vision,-,-,-,-,True,False,False
resmlp_big_24_distilled_224,timm,MlpMixer,129138280,bb3cb732,-,Computer_Vision,-,-,-,-,True,False,False
resnet200d,timm,ResNet,64693064,c077e0cc,-,Computer_Vision,-,-,-,-,True,False,False
resnet50,torch_hub,ResNet,25557032,3ba0a685,-,Computer_Vision,-,-,-,-,True,False,False
seresnet50,timm,ResNet,28088024,05f233b8,-,Computer_Vision,-,-,-,-,True,False,False
seresnextaa101d_32x8d,timm,ResNet,93588280,cab9efa0,-,Computer_Vision,-,-,-,-,True,False,False
squeezebert,huggingface_pytorch,SqueezeBertModel,51089664,c54b2d76,-,Natural_Language_Processing,-,-,-,-,True,False,False
ssdlite320_mobilenet_v3_large,torchvision,SSDLiteFeatureExtractorMobileNet,3546992,0b96e723,-,Computer_Vision,-,-,-,-,True,False,False
ssdlite320_mobilenet_v3_large,torchvision,SSD,5198540,cb077411,-,Computer_Vision,-,-,-,-,True,False,False
swin_large_patch4_window12_384_in22k,timm,SwinTransformer,228768133,6baf3366,-,Computer_Vision,-,-,-,-,True,False,False
swinv2_cr_giant_384,timm,SwinTransformerV2Cr,2598761896,ede7ae12,-,Computer_Vision,-,-,-,-,True,False,False
tnt_s_patch16_224,timm,TNT,23755336,96eb4ffb,-,Computer_Vision,-,-,-,-,True,False,False
vgg16_bn,torch_hub,VGG,138365992,8e2b426b,-,Computer_Vision,-,-,-,-,True,False,False
vgg19_bn,timm,VGG,143678248,951f7030,-,Computer_Vision,-,-,-,-,True,False,False
vit_base_patch16_224_miil,timm,VisionTransformer,94399957,5a712794,-,Computer_Vision,-,-,-,-,True,False,False
vit_base_resnet26d_224,timm,FeatureListNet,13965408,3fd1c997,-,Computer_Vision,-,-,-,-,True,False,False
vit_base_resnet26d_224,timm,VisionTransformer,101403208,571a8f7d,-,Computer_Vision,-,-,-,-,True,False,False
vit_large_patch32_224_in21k,timm,VisionTransformer,327899475,437f16fa,-,Computer_Vision,-,-,-,-,True,False,False
vit_relpos_small_patch16_rpn_224,timm,VisionTransformerRelPos,21974704,e71fa17a,-,Computer_Vision,-,-,-,-,True,False,False
vit_small_r26_s32_224_in21k,timm,VisionTransformer,44456467,1b6ac79f,-,Computer_Vision,-,-,-,-,True,False,False
vit_small_r26_s32_224_in21k,timm,ResNetV2,13946176,89f5732b,-,Computer_Vision,-,-,-,-,True,False,False
volo_d4_448,timm,VOLO,193413104,5add768a,-,Computer_Vision,-,-,-,-,False,False,False
wide_resnet50_2,torch_hub,ResNet,68883240,fd743f94,-,Computer_Vision,-,-,-,-,True,False,False
xcit_large_24_p8_384_dist,timm,Xcit,188932648,5b284722,-,Computer_Vision,-,-,-,-,True,False,False
xcit_tiny_12_p16_224,timm,Xcit,6716272,d7f73d6b,-,Computer_Vision,-,-,-,-,True,False,False
alexnet,torch_hub,AlexNet,61100840,2891f54c,-,Computer_Vision,-,-,-,-,True,False,False
beit_large_patch16_384,timm,Beit,304998888,9ac2fe61,-,Computer_Vision,-,-,-,-,True,False,False
bert_generation,transformers,EncoderDecoderModel,769021754,42b8fae4,-,Natural_Language_Processing,-,-,-,-,True,False,False
convnext_base_in22ft1k,timm,ConvNeXt,88591464,9de2aba1,-,Computer_Vision,-,-,-,-,True,False,False
convnext_small,timm,ConvNeXt,50223688,ee1f18c3,-,Computer_Vision,-,-,-,-,True,False,False
crossvit_base_240,timm,CrossVit,105025232,9e1af62e,-,Computer_Vision,-,-,-,-,True,False,False
cs3sedarknet_xdw,timm,CspNet,21601488,1b5b9ee2,-,Computer_Vision,-,-,-,-,True,False,False
deit3_base_patch16_384,timm,VisionTransformer,86877160,9716f948,-,Computer_Vision,-,-,-,-,True,False,False
deit_small_patch16_224,timm,VisionTransformer,22050664,8d8c48b1,-,Computer_Vision,-,-,-,-,True,False,False
dla46_c,timm,DLA,1301400,480bd5af,-,Computer_Vision,-,-,-,-,True,False,False
dm_nfnet_f3,timm,NormFreeNet,254924200,81bb086a,-,Computer_Vision,-,-,-,-,True,False,False
efficientnet_b5,timm,EfficientNet,30389784,7344adbc,-,Computer_Vision,-,-,-,-,True,False,False
efficientnet_b6,torch_hub,EfficientNet,43040704,d5bd9458,-,Computer_Vision,-,-,-,-,True,False,False
efficientnet_lite0,timm,EfficientNet,4652008,4448bb46,-,Computer_Vision,-,-,-,-,True,False,False
ese_vovnet19b_slim_dw,timm,VovNet,1897752,c847a081,-,Computer_Vision,-,-,-,-,True,False,False
fbnetv3_g,timm,MobileNetV3,16623888,17ff40dd,-,Computer_Vision,-,-,-,-,True,False,False
gluon_resnet152_v1b,timm,ResNet,60192808,d48a3c83,-,Computer_Vision,-,-,-,-,True,False,False
gmixer_12_224,timm,MlpMixer,12701080,733676c5,-,Computer_Vision,-,-,-,-,True,False,False
hardcorenas_d,timm,MobileNetV3,7500208,e74a1dc9,-,Computer_Vision,-,-,-,-,True,False,False
inception_resnet_v2,timm,InceptionResnetV2,55843464,d7df6e3a,-,Computer_Vision,-,-,-,-,True,False,False
