model_name,author,model_class,params,hash,license,task,groq_chips_used,groq_estimated_latency,nvidia_latency,x86_latency,onnx_exported,onnx_optimized,onnx_converted
legacy_seresnet152,timm,SENet,66821848,31b57e99,-,Computer_Vision,-,-,-,-,True,False,False
mixer_l16_224_in21k,timm,MlpMixer,208196168,c384b09e,-,Computer_Vision,-,-,-,-,True,False,False
mobilenetv3_large_075,timm,MobileNetV3,3993528,3417b25e,-,Computer_Vision,-,-,-,-,True,False,False
mobilevitv2_150,timm,ByobNet,10594753,bee9b4dd,-,Computer_Vision,-,-,-,-,True,False,False
nf_seresnet101,timm,NormFreeNet,49326872,93408301,-,Computer_Vision,-,-,-,-,True,False,False
nfnet_f1,timm,NormFreeNet,132634232,8044db1c,-,Computer_Vision,-,-,-,-,True,False,False
poolformer_s24,timm,MetaFormer,21388968,fc4bab5a,-,Computer_Vision,-,-,-,-,True,False,False
realm,huggingface_pytorch,RealmEmbedder,133644474,d9107239,-,Natural_Language_Processing,-,-,-,-,True,False,False
regnetx_032,timm,RegNet,15296552,b10d6939,-,Computer_Vision,-,-,-,-,True,False,False
regnety_040,timm,RegNet,20646656,af9dc9eb,-,Computer_Vision,-,-,-,-,True,False,False
regnetz_d8_evos,timm,ByobNet,23464296,3ac94884,-,Computer_Vision,-,-,-,-,True,False,False
resnet200,timm,ResNet,64673832,1f8f453a,-,Computer_Vision,-,-,-,-,True,False,False
resnetrs101,timm,ResNet,63618696,eb843249,-,Computer_Vision,-,-,-,-,True,False,False
resnetv2_152,timm,ResNetV2,60185128,52642c27,-,Computer_Vision,-,-,-,-,True,False,False
resnetv2_50d_gn,timm,ResNetV2,25568584,e036c5d4,-,Computer_Vision,-,-,-,-,True,False,False
resnetv2_50x1_bit_distilled,timm,ResNetV2,25549352,6246da40,-,Computer_Vision,-,-,-,-,True,False,False
resnext101_32x8d,torch_hub,ResNet,88791336,0b88b3d8,-,Computer_Vision,-,-,-,-,True,False,False
resnext50d_32x4d,timm,ResNet,25048136,ebf31f57,-,Computer_Vision,-,-,-,-,True,False,False
seresnet152d,timm,ResNet,66841080,1779c87b,-,Computer_Vision,-,-,-,-,True,False,False
skresnet18,timm,ResNet,11958056,fda08bb8,-,Computer_Vision,-,-,-,-,True,False,False
speech_to_text,huggingface_pytorch,Speech2TextModel,31335424,fc9ef5d8,-,Audio,-,-,-,-,True,False,False
ssl_resnext50_32x4d,timm,ResNet,25028904,baf7f18f,-,Computer_Vision,-,-,-,-,True,False,False
swin_small_patch4_window7_224,timm,SwinTransformer,49606258,5c561383,-,Computer_Vision,-,-,-,-,True,False,False
swinv2_cr_large_224,timm,SwinTransformerV2Cr,196682512,b84aee49,-,Computer_Vision,-,-,-,-,True,False,False
swsl_resnet50,timm,ResNet,25557032,25cce11f,-,Computer_Vision,-,-,-,-,True,False,False
tf_efficientnet_b1_ns,timm,EfficientNet,7794184,7f9dd6b7,-,Computer_Vision,-,-,-,-,True,False,False
tf_efficientnet_b6_ap,timm,EfficientNet,43040704,d4456f0a,-,Computer_Vision,-,-,-,-,True,False,False
tf_efficientnet_l2_ns_475,timm,EfficientNet,480309308,08800913,-,Computer_Vision,-,-,-,-,True,False,False
vgg13_bn,timm,VGG,133053736,fa83ccfa,-,Computer_Vision,-,-,-,-,True,False,False
vit_base_patch16_224,timm,VisionTransformer,86567656,5a3b76a4,-,Computer_Vision,-,-,-,-,True,False,False
vit_base_resnet50_224_in21k,timm,ResNetV2,11894848,32cb4b33,-,Computer_Vision,-,-,-,-,True,False,False
vit_base_resnet50_224_in21k,timm,VisionTransformer,114687379,85483c33,-,Computer_Vision,-,-,-,-,True,False,False
vit_l_16,torch_hub,VisionTransformer,304326632,44b6c5a5,-,Computer_Vision,-,-,-,-,True,False,False
vit_relpos_base_patch16_224,timm,VisionTransformerRelPos,86429560,0025baf8,-,Computer_Vision,-,-,-,-,True,False,False
vit_relpos_medium_patch16_rpn_224,timm,VisionTransformerRelPos,38734920,e816eeb6,-,Computer_Vision,-,-,-,-,True,False,False
vit_small_r26_s32_224,timm,ResNetV2,13946176,89f5732b,-,Computer_Vision,-,-,-,-,True,False,False
vit_small_r26_s32_224,timm,VisionTransformer,36431912,ca2c90cd,-,Computer_Vision,-,-,-,-,True,False,False
volo_d5_224,timm,VOLO,295455584,884204eb,-,Computer_Vision,-,-,-,-,False,False,False
xcit_large_24_p8_224_dist,timm,Xcit,188932648,5b284722,-,Computer_Vision,-,-,-,-,True,False,False
xcit_tiny_24_p16_384_dist,timm,Xcit,12116896,60c958fe,-,Computer_Vision,-,-,-,-,True,False,False
xglm,huggingface_pytorch,XGLMModel,564463616,41f01198,-,Graph_Machine_Learning,-,-,-,-,True,False,False
bart,transformers,BartModel,406291456,cb0751ce,-,Natural_Language_Processing,-,-,-,-,True,False,False
beit_large_patch16_512,timm,Beit,305674728,9ac2fe61,-,Computer_Vision,-,-,-,-,True,False,False
convnext_large_in22ft1k,timm,ConvNeXt,197767336,d5587236,-,Computer_Vision,-,-,-,-,True,False,False
crossvit_15_dagger_408,timm,CrossVit,28500080,2cb3a256,-,Computer_Vision,-,-,-,-,True,False,False
cs3darknet_focus_s,timm,CspNet,3274728,9403943d,-,Computer_Vision,-,-,-,-,True,False,False
cspresnet50w,timm,CspNet,28118216,79c48585,-,Computer_Vision,-,-,-,-,True,False,False
deit3_large_patch16_384,timm,VisionTransformer,304763880,67cb5ebf,-,Computer_Vision,-,-,-,-,True,False,False
densenet201,torch_hub,DenseNet,20013928,e355a66c,-,Computer_Vision,-,-,-,-,True,False,False
dla46x_c,timm,DLA,1068440,434ebedf,-,Computer_Vision,-,-,-,-,True,False,False
dm_nfnet_f4,timm,NormFreeNet,316069172,3f19f674,-,Computer_Vision,-,-,-,-,True,False,False
efficientnet_lite1,timm,EfficientNet,5416680,8b536090,-,Computer_Vision,-,-,-,-,True,False,False
ese_vovnet19b_slim,timm,VovNet,3166136,5c2ffd90,-,Computer_Vision,-,-,-,-,True,False,False
fasterrcnn_mobilenet_v3_large_320_fpn,torchvision,FasterRCNN,19386354,59bcc1a5,-,Computer_Vision,-,-,-,-,True,False,False
feastconv,graph_convolutions,FeaStConv,11472,7baf02c1,-,Graph_Machine_Learning,-,-,-,-,True,False,False
funnel,transformers,FunnelModel,130973184,ab8f5fd3,-,Natural_Language_Processing,-,-,-,-,True,False,False
gc_efficientnetv2_rw_t,timm,EfficientNet,13677713,f4e18818,-,Computer_Vision,-,-,-,-,True,False,False
gluon_resnet50_v1b,timm,ResNet,25557032,25cce11f,-,Computer_Vision,-,-,-,-,True,False,False
gmixer_24_224,timm,MlpMixer,24721096,6f675c28,-,Computer_Vision,-,-,-,-,True,False,False
hardnet85,torch_hub,HarDNet,36670212,acb062f3,-,Computer_Vision,-,-,-,-,True,False,False
hrnet_w18,timm,HighResolutionNet,21299004,2cc56512,-,Computer_Vision,-,-,-,-,True,False,False
jx_nest_tiny,timm,Nest,17057608,84d41539,-,Computer_Vision,-,-,-,-,True,False,False
legacy_seresnext50_32x4d,timm,SENet,27559896,a21e7361,-,Computer_Vision,-,-,-,-,True,False,False
mixer_s16_224,timm,MlpMixer,18528264,cb8a93f5,-,Computer_Vision,-,-,-,-,True,False,False
mnasnet1_0,torch_hub,MNASNet,4383312,041e693a,-,Computer_Vision,-,-,-,-,True,False,False
mnasnet_small,timm,EfficientNet,2030264,802efe9c,-,Computer_Vision,-,-,-,-,True,False,False
mobilebert_for_sequence_classification,transformers,MobileBertForSequenceClassification,21197828,c6599ac3,-,Natural_Language_Processing,-,-,-,-,True,False,False
mobilevit_s,timm,ByobNet,5578632,ab86b370,-,Computer_Vision,-,-,-,-,True,False,False
nasnetalarge,timm,NASNetALarge,88753150,7d2fa366,-,Computer_Vision,-,-,-,-,True,False,False
nf_seresnet50,timm,NormFreeNet,28088024,76e5750f,-,Computer_Vision,-,-,-,-,True,False,False
poolformer_m36,timm,MetaFormer,56172520,50a110d0,-,Computer_Vision,-,-,-,-,True,False,False
regnetx_016,timm,RegNet,9190136,a7daeb17,-,Computer_Vision,-,-,-,-,True,False,False
regnety_016,timm,RegNet,11202430,72c62b5e,-,Computer_Vision,-,-,-,-,True,False,False
regnetz_b16,timm,ByobNet,9715480,2d735ee1,-,Computer_Vision,-,-,-,-,True,False,False
repvgg_b3,timm,ByobNet,123085288,5b441678,-,Computer_Vision,-,-,-,-,True,False,False
resmlp_36_distilled_224,timm,MlpMixer,44690488,0e09eb22,-,Computer_Vision,-,-,-,-,True,False,False
resnet14t,timm,ResNet,10081632,a50e81a5,-,Computer_Vision,-,-,-,-,True,False,False
resnet50d,timm,ResNet,25576264,8e82e34f,-,Computer_Vision,-,-,-,-,True,False,False
resnetrs152,timm,ResNet,86621576,7cc3c8bd,-,Computer_Vision,-,-,-,-,True,False,False
resnetv2_152x2_bitm_in21k,timm,ResNetV2,321728979,6163717f,-,Computer_Vision,-,-,-,-,True,False,False
resnext101_32x8d,timm,ResNet,88791336,a37f8b3b,-,Computer_Vision,-,-,-,-,True,False,False
rexnetr_150,timm,RexNet,9782256,c6c6267c,-,Computer_Vision,-,-,-,-,True,False,False
semnasnet_100,timm,EfficientNet,3887038,e1760261,-,Computer_Vision,-,-,-,-,True,False,False
seresnet34,timm,ResNet,21960416,707765c2,-,Computer_Vision,-,-,-,-,True,False,False
seresnext26tn_32x4d,timm,ResNet,16806976,69455895,-,Computer_Vision,-,-,-,-,True,False,False
ssl_resnet50,timm,ResNet,25557032,25cce11f,-,Computer_Vision,-,-,-,-,True,False,False
swin_s3_tiny_224,timm,SwinTransformer,28328674,035a2cc5,-,Computer_Vision,-,-,-,-,True,False,False
swin_t,torch_hub,SwinTransformer,28288354,89de9245,-,Computer_Vision,-,-,-,-,True,False,False
swinv2_cr_base_384,timm,SwinTransformerV2Cr,87877464,3ad689c7,-,Computer_Vision,-,-,-,-,True,False,False
swinv2_large_window12to24_192to384_22kft1k,timm,SwinTransformerV2,196739932,c1a433a5,-,Computer_Vision,-,-,-,-,True,False,False
tf_efficientnet_b4_ns,timm,EfficientNet,19341616,3593adfd,-,Computer_Vision,-,-,-,-,True,False,False
tf_efficientnet_cc_b0_8e,timm,EfficientNet,24013284,94bd1053,-,Computer_Vision,-,-,-,-,False,False,False
tf_efficientnet_lite1,timm,EfficientNet,5416680,071534ea,-,Computer_Vision,-,-,-,-,True,False,False
tf_efficientnetv2_m_in21k,timm,EfficientNet,80839239,28b9a84b,-,Computer_Vision,-,-,-,-,True,False,False
tf_mobilenetv3_large_100,timm,MobileNetV3,5483032,89f04442,-,Computer_Vision,-,-,-,-,True,False,False
tv_resnet101,timm,ResNet,44549160,57509176,-,Computer_Vision,-,-,-,-,True,False,False
vgg16_bn,timm,VGG,138365992,4ce1cdc2,-,Computer_Vision,-,-,-,-,True,False,False
vit_base_patch8_224_in21k,timm,VisionTransformer,102605139,0ea07e5f,-,Computer_Vision,-,-,-,-,True,False,False
vit_large_patch16_224,timm,VisionTransformer,304326632,c860e3ae,-,Computer_Vision,-,-,-,-,True,False,False
vit_relpos_base_patch16_plus_240,timm,VisionTransformerRelPos,117380880,ddd99eff,-,Computer_Vision,-,-,-,-,True,False,False
vit_small_patch32_224,timm,VisionTransformer,22878952,56bc92dc,-,Computer_Vision,-,-,-,-,True,False,False
vit_tiny_patch16_384,timm,VisionTransformer,5790376,f13fa33b,-,Computer_Vision,-,-,-,-,True,False,False
vovnet57a,timm,VovNet,36640296,a9d92856,-,Computer_Vision,-,-,-,-,True,False,False
xcit_large_24_p8_224,timm,Xcit,188932648,5b284722,-,Computer_Vision,-,-,-,-,True,False,False
bert,transformers,BertModel,109482240,d59172a2,-,Natural_Language_Processing,-,-,-,-,True,False,False
botnet26t_256,timm,ByobNet,12488672,ead205d4,-,Computer_Vision,-,-,-,-,True,False,False
cait_xxs24_384,timm,Cait,12029224,c0954404,-,Computer_Vision,-,-,-,-,True,False,False
convmixer_768_32,timm,ConvMixer,21110248,f0cf9e98,-,Computer_Vision,-,-,-,-,False,False,False
convnext_small_in22k,timm,ConvNeXt,66250417,14d6a854,-,Computer_Vision,-,-,-,-,True,False,False
crossvit_18_dagger_240,timm,CrossVit,44266976,5e32e451,-,Computer_Vision,-,-,-,-,True,False,False
cs3darknet_s,timm,CspNet,3276344,e61a2ce4,-,Computer_Vision,-,-,-,-,True,False,False
darknet53,timm,CspNet,41609928,f06243c0,-,Computer_Vision,-,-,-,-,True,False,False
deberta,transformers,DebertaModel,124043520,f4e4f0d1,-,Natural_Language_Processing,-,-,-,-,True,False,False
deit3_small_patch16_384,timm,VisionTransformer,22205416,dc9847f3,-,Computer_Vision,-,-,-,-,True,False,False
densenet121,timm,DenseNet,7978856,316a66fa,-,Computer_Vision,-,-,-,-,True,False,False
dla60x_c,timm,DLA,1319832,da59a9ce,-,Computer_Vision,-,-,-,-,True,False,False
eca_halonext26ts,timm,ByobNet,10756885,7c2a790d,-,Computer_Vision,-,-,-,-,False,False,False
ecaresnet200d,timm,ResNet,64693400,26f1bbce,-,Computer_Vision,-,-,-,-,True,False,False
efficientnet_b0_g8_gn,timm,EfficientNet,6562660,bc1c4d11,-,Computer_Vision,-,-,-,-,True,False,False
efficientnet_b0,torch_hub,EfficientNet,5288548,94890704,-,Computer_Vision,-,-,-,-,True,False,False
efficientnet_b7,timm,EfficientNet,66347960,42c221eb,-,Computer_Vision,-,-,-,-,True,False,False
efficientnet_v2_s,torch_hub,EfficientNet,21458488,ae743058,-,Computer_Vision,-,-,-,-,True,False,False
efficientnetv2_m,timm,EfficientNet,54139356,ef21dda9,-,Computer_Vision,-,-,-,-,True,False,False
fasterrcnn_mobilenet_v3_large_fpn,torchvision,FasterRCNN,19386354,e32c9090,-,Computer_Vision,-,-,-,-,True,False,False
flaubert,transformers,FlaubertModel,667088896,6202b0cf,-,Natural_Language_Processing,-,-,-,-,True,False,False
gatedgraphconv,graph_convolutions,GatedGraphConv,31509000,8ac6ad45,-,Graph_Machine_Learning,-,-,-,-,True,False,False
gcresnet33ts,timm,ByobNet,19880698,7f320e9d,-,Computer_Vision,-,-,-,-,True,False,False
gluon_resnet101_v1d,timm,ResNet,44568392,d4c68ae8,-,Computer_Vision,-,-,-,-,True,False,False
gluon_senet154,timm,ResNet,115088984,410722aa,-,Computer_Vision,-,-,-,-,True,False,False
hrnet_w40,timm,HighResolutionNet,57557160,de94f815,-,Computer_Vision,-,-,-,-,True,False,False
lamhalobotnet50ts_256,timm,ByobNet,22569824,9de900e8,-,Computer_Vision,-,-,-,-,False,False,False
mixer_b16_224_in21k,timm,MlpMixer,59880472,e4238434,-,Computer_Vision,-,-,-,-,True,False,False
mnasnet_075,timm,EfficientNet,3170208,a3756229,-,Computer_Vision,-,-,-,-,True,False,False
mobilenetv2_140,timm,EfficientNet,6108776,6760dda5,-,Computer_Vision,-,-,-,-,True,False,False
mobilevitv2_175_384_in22ft1k,timm,ByobNet,14251833,ee34879e,-,Computer_Vision,-,-,-,-,True,False,False
mt5_base,transformers,MT5Model,390315264,6a56180f,-,MultiModal,-,-,-,-,True,False,False
nfnet_f2,timm,NormFreeNet,193779192,742b3792,-,Computer_Vision,-,-,-,-,True,False,False
pit_ti_224,timm,PoolingVisionTransformer,4847272,03d9665a,-,Computer_Vision,-,-,-,-,True,False,False
regnetv_040,timm,RegNet,20640640,4370b14b,-,Computer_Vision,-,-,-,-,True,False,False
regnetx_080,timm,RegNet,39572648,e8986507,-,Computer_Vision,-,-,-,-,True,False,False
regnety_120,timm,RegNet,51822544,4d610986,-,Computer_Vision,-,-,-,-,True,False,False
repvgg_b0,timm,ByobNet,15817960,73586b0d,-,Computer_Vision,-,-,-,-,True,False,False
res2next50,timm,ResNet,24671464,bce21a78,-,Computer_Vision,-,-,-,-,True,False,False
resnest200e,timm,ResNet,70201544,5e51a379,-,Computer_Vision,-,-,-,-,True,False,False
resnetrs200,timm,ResNet,93209992,244abbdf,-,Computer_Vision,-,-,-,-,True,False,False
resnetv2_152x4_bitm,timm,ResNetV2,936533224,dc754fb0,-,Computer_Vision,-,-,-,-,True,False,False
resnext50_32x4d,torch_hub,ResNet,25028904,ce6f3fb8,-,Computer_Vision,-,-,-,-,True,False,False
seresnext101_32x8d,timm,ResNet,93569048,d934f031,-,Computer_Vision,-,-,-,-,True,False,False
ssl_resnext101_32x16d,timm,ResNet,194026792,3ef9f709,-,Computer_Vision,-,-,-,-,True,False,False
swinv2_base_window12to16_192to256_22kft1k,timm,SwinTransformerV2,87918816,85efb97b,-,Computer_Vision,-,-,-,-,True,False,False
swinv2_cr_tiny_224,timm,SwinTransformerV2Cr,28332124,94f268ac,-,Computer_Vision,-,-,-,-,True,False,False
swinv2_small_window8_256,timm,SwinTransformerV2,49728418,817475c7,-,Computer_Vision,-,-,-,-,True,False,False
tf_efficientnet_b2,timm,EfficientNet,9109994,9800baeb,-,Computer_Vision,-,-,-,-,True,False,False
tf_efficientnet_b7_ns,timm,EfficientNet,66347960,06877d85,-,Computer_Vision,-,-,-,-,True,False,False
tf_efficientnetv2_b0,timm,EfficientNet,7139704,678d11ba,-,Computer_Vision,-,-,-,-,True,False,False
tf_efficientnetv2_s,timm,EfficientNet,21458488,a2ff6568,-,Computer_Vision,-,-,-,-,True,False,False
tf_mobilenetv3_small_minimal_100,timm,MobileNetV3,2044736,c4a4444b,-,Computer_Vision,-,-,-,-,True,False,False
tv_resnext50_32x4d,timm,ResNet,25028904,baf7f18f,-,Computer_Vision,-,-,-,-,True,False,False
vgg16,torch_hub,VGG,138357544,b628f277,-,Computer_Vision,-,-,-,-,True,False,False
vgg19,timm,VGG,143667240,506a421d,-,Computer_Vision,-,-,-,-,True,False,False
vit_base_patch16_384,timm,VisionTransformer,86859496,5a3b76a4,-,Computer_Vision,-,-,-,-,True,False,False
vit_base_resnet50_384,timm,ResNetV2,11894848,32cb4b33,-,Computer_Vision,-,-,-,-,True,False,False
vit_base_resnet50_384,timm,VisionTransformer,98950952,8636b68e,-,Computer_Vision,-,-,-,-,True,False,False
vit_relpos_base_patch16_cls_224,timm,VisionTransformerRelPos,86430328,093cfdac,-,Computer_Vision,-,-,-,-,True,False,False
vit_relpos_small_patch16_224,timm,VisionTransformerRelPos,21983920,b6b38585,-,Computer_Vision,-,-,-,-,True,False,False
vit_small_patch32_384,timm,VisionTransformer,22915432,56bc92dc,-,Computer_Vision,-,-,-,-,True,False,False
vit_tiny_r_s16_p8_384,timm,VisionTransformer,6355944,7a2eb256,-,Computer_Vision,-,-,-,-,True,False,False
vit_tiny_r_s16_p8_384,timm,Sequential,9536,8996bd1b,-,Computer_Vision,-,-,-,-,True,False,False
xception41p,timm,XceptionAligned,26907752,6b66f705,-,Computer_Vision,-,-,-,-,True,False,False
xcit_medium_24_p16_224_dist,timm,Xcit,84395752,703f1ad1,-,Computer_Vision,-,-,-,-,True,False,False
xcit_small_12_p8_224,timm,Xcit,26213032,f67c1b22,-,Computer_Vision,-,-,-,-,True,False,False
xcit_tiny_24_p8_224_dist,timm,Xcit,12107128,cd70f4ad,-,Computer_Vision,-,-,-,-,True,False,False
xlm,huggingface_pytorch,XLMModel,667088896,6918ed2c,-,Natural_Language_Processing,-,-,-,-,True,False,False
botnet50ts_256,timm,ByobNet,22742688,51e7159c,-,Computer_Vision,-,-,-,-,True,False,False
cait_xxs36_224,timm,Cait,17299720,84847ea4,-,Computer_Vision,-,-,-,-,True,False,False
convnext_base,timm,ConvNeXt,88591464,9de2aba1,-,Computer_Vision,-,-,-,-,True,False,False
convnext_tiny_in22ft1k,timm,ConvNeXt,28589128,9606cb68,-,Computer_Vision,-,-,-,-,True,False,False
deit_base_distilled_patch16_224,timm,VisionTransformerDistilled,87338192,e2a3bbaa,-,Computer_Vision,-,-,-,-,True,False,False
densenet161,timm,DenseNet,28681000,ad2956cf,-,Computer_Vision,-,-,-,-,True,False,False
dla60x,timm,DLA,17352344,3fd2d5d1,-,Computer_Vision,-,-,-,-,True,False,False
eca_nfnet_l0,timm,NormFreeNet,24143924,e577dfdd,-,Computer_Vision,-,-,-,-,True,False,False
ecaresnet50t,timm,ResNet,25573814,17ff7d61,-,Computer_Vision,-,-,-,-,True,False,False
edgenext_x_small,timm,EdgeNeXt,2336804,f737627f,-,Computer_Vision,-,-,-,-,True,False,False
efficientnet_b1,torch_hub,EfficientNet,7794184,8e53a932,-,Computer_Vision,-,-,-,-,True,False,False
efficientnet_b3_g8_gn,timm,EfficientNet,14251432,5dee948e,-,Computer_Vision,-,-,-,-,True,False,False
efficientnet_em,timm,EfficientNet,6899496,8c7f9c9a,-,Computer_Vision,-,-,-,-,True,False,False
efficientnetv2_rw_t,timm,EfficientNet,13649388,4d968138,-,Computer_Vision,-,-,-,-,True,False,False
ese_vovnet99b,timm,VovNet,63199272,aad0cfce,-,Computer_Vision,-,-,-,-,True,False,False
fasterrcnn_resnet50_fpn,torchvision,FasterRCNN,41755286,d8b3f65a,-,Computer_Vision,-,-,-,-,True,False,False
generalconv,graph_convolutions,GeneralConv,20076,294e0642,-,Graph_Machine_Learning,-,-,-,-,True,False,False
gluon_inception_v3,timm,InceptionV3,23834568,4599a3df,-,Computer_Vision,-,-,-,-,True,False,False
gluon_resnext101_32x4d,timm,ResNet,44177704,984aa3a2,-,Computer_Vision,-,-,-,-,True,False,False
haloregnetz_b,timm,ByobNet,11680072,b9fc735d,-,Computer_Vision,-,-,-,-,False,False,False
hrnet_w64,timm,HighResolutionNet,128059944,7a53c8ce,-,Computer_Vision,-,-,-,-,True,False,False
legacy_seresnet18,timm,SENet,11778592,9d203600,-,Computer_Vision,-,-,-,-,True,False,False
mixer_b16_224_miil_in21k,timm,MlpMixer,67740421,93d72cf5,-,Computer_Vision,-,-,-,-,True,False,False
mnasnet0_5,torch_hub,MNASNet,2218512,913218e2,-,Computer_Vision,-,-,-,-,True,False,False
mnasnet_100,timm,EfficientNet,4383312,d1d8126f,-,Computer_Vision,-,-,-,-,True,False,False
mobilenetv3_large_100,timm,MobileNetV3,5483032,ffa3e1dd,-,Computer_Vision,-,-,-,-,True,False,False
mobilevit_x_small_for_semantic_segmentation,transformers,MobileViTForSemanticSegmentation,2944069,f9f29c8e,-,Computer_Vision,-,-,-,-,True,False,False
mobilevitv2_175,timm,ByobNet,14251833,ee34879e,-,Computer_Vision,-,-,-,-,True,False,False
nfnet_f3,timm,NormFreeNet,254924152,a811314a,-,Computer_Vision,-,-,-,-,True,False,False
regnetz_d32,timm,ByobNet,27576288,71016e93,-,Computer_Vision,-,-,-,-,True,False,False
res2net50_26w_4s,timm,ResNet,25699120,1e0b8dde,-,Computer_Vision,-,-,-,-,True,False,False
resmlp_big_24_224_in22ft1k,timm,MlpMixer,129138280,bb3cb732,-,Computer_Vision,-,-,-,-,True,False,False
resnet152,timm,ResNet,60192808,d48a3c83,-,Computer_Vision,-,-,-,-,True,False,False
resnet61q,timm,ByobNet,36846968,765bae85,-,Computer_Vision,-,-,-,-,True,False,False
resnetv2_101d,timm,ResNetV2,44560712,e31fc51b,-,Computer_Vision,-,-,-,-,True,False,False
resnetv2_152x2_bit_teacher,timm,ResNetV2,236335208,eba08ea2,-,Computer_Vision,-,-,-,-,True,False,False
retribert,huggingface_pytorch,RetriBertModel,81327360,4c3ee101,-,Natural_Language_Processing,-,-,-,-,True,False,False
rexnet_200,timm,RexNet,16366620,9c2215d3,-,Computer_Vision,-,-,-,-,True,False,False
seresnet200d,timm,ResNet,71855096,4a9238cd,-,Computer_Vision,-,-,-,-,True,False,False
skresnet50,timm,ResNet,25803160,ca7b6cd2,-,Computer_Vision,-,-,-,-,True,False,False
swin_large_patch4_window7_224_in22k,timm,SwinTransformer,228565093,6baf3366,-,Computer_Vision,-,-,-,-,True,False,False
swinv2_cr_huge_224,timm,SwinTransformerV2Cr,657829928,cb448a41,-,Computer_Vision,-,-,-,-,True,False,False
swsl_resnext101_32x8d,timm,ResNet,88791336,a37f8b3b,-,Computer_Vision,-,-,-,-,True,False,False
t5_base,huggingface_pytorch,T5ForConditionalGeneration,247577856,ba7c8360,-,Natural_Language_Processing,-,-,-,-,True,False,False
tf_efficientnet_b3,timm,EfficientNet,12233232,e64befeb,-,Computer_Vision,-,-,-,-,True,False,False
tf_efficientnet_b7,timm,EfficientNet,66347960,06877d85,-,Computer_Vision,-,-,-,-,True,False,False
tf_efficientnetv2_b1,timm,EfficientNet,8141052,2ecb1f9b,-,Computer_Vision,-,-,-,-,True,False,False
tf_efficientnetv2_xl_in21ft1k,timm,EfficientNet,208119808,5532b3fa,-,Computer_Vision,-,-,-,-,True,False,False
twins_svt_base,timm,Twins,56070952,aa572f31,-,Computer_Vision,-,-,-,-,True,False,False
unet,torch_hub,UNet,7763041,a76ab7f4,-,Computer_Vision,-,-,-,-,True,False,False
vit_base_patch16_plus_240,timm,VisionTransformer,117557992,6f739c30,-,Computer_Vision,-,-,-,-,True,False,False
vit_huge_patch14_224_in21k,timm,VisionTransformer,658745683,914c2eca,-,Computer_Vision,-,-,-,-,True,False,False
vit_relpos_base_patch16_clsgap_224,timm,VisionTransformerRelPos,86430328,0025baf8,-,Computer_Vision,-,-,-,-,True,False,False
vit_small_patch16_224_in21k,timm,VisionTransformer,30075219,57dd24ed,-,Computer_Vision,-,-,-,-,True,False,False
vit_srelpos_small_patch16_224,timm,VisionTransformerRelPos,21973486,6bcdb9a8,-,Computer_Vision,-,-,-,-,True,False,False
volo_d3_448,timm,VOLO,86626128,fcd35db8,-,Computer_Vision,-,-,-,-,False,False,False
xcit_large_24_p16_224_dist,timm,Xcit,189096136,5f1f7d5e,-,Computer_Vision,-,-,-,-,True,False,False
xcit_small_12_p16_224_dist,timm,Xcit,26253304,a57665c9,-,Computer_Vision,-,-,-,-,True,False,False
xcit_tiny_12_p8_224,timm,Xcit,6706504,f4e75ac9,-,Computer_Vision,-,-,-,-,True,False,False
bert_tiny_for_sequence_classification,transformers,BertForSequenceClassification,4386178,ca662a9e,-,Natural_Language_Processing,-,-,-,-,True,False,False
cait_m36_384,timm,Cait,271221352,33c904e3,-,Computer_Vision,-,-,-,-,True,False,False
convnext_base_in22k,timm,ConvNeXt,109953489,51e3993e,-,Computer_Vision,-,-,-,-,True,False,False
convnext_tiny_in22k,timm,ConvNeXt,44615857,a8df53d7,-,Computer_Vision,-,-,-,-,True,False,False
crossvit_small_240,timm,CrossVit,26856272,4bccf78e,-,Computer_Vision,-,-,-,-,True,False,False
cs3sedarknet_x,timm,CspNet,35397904,5b1e4b75,-,Computer_Vision,-,-,-,-,True,False,False
deit3_base_patch16_384_in21ft1k,timm,VisionTransformer,86877160,9716f948,-,Computer_Vision,-,-,-,-,True,False,False
deit_base_for_image_classification,transformers,ViTForImageClassification,86567656,8fa842d1,-,Computer_Vision,-,-,-,-,True,False,False
deit_small_distilled_patch16_224,timm,VisionTransformerDistilled,22436432,816b019e,-,Computer_Vision,-,-,-,-,True,False,False
densenet201,timm,DenseNet,20013928,f8aa6177,-,Computer_Vision,-,-,-,-,True,False,False
dm_nfnet_f5,timm,NormFreeNet,377214144,07698626,-,Computer_Vision,-,-,-,-,True,False,False
efficientnet_b4,torch_hub,EfficientNet,19341616,7d75dda2,-,Computer_Vision,-,-,-,-,True,False,False
efficientnetv2_xl,timm,EfficientNet,208119808,6c5561a3,-,Computer_Vision,-,-,-,-,True,False,False
fasterrcnn_resnet50_fpn_v2,torchvision,FasterRCNN,43712278,7147702b,-,Computer_Vision,-,-,-,-,True,False,False
gluon_resnet152_v1c,timm,ResNet,60212040,80526fd3,-,Computer_Vision,-,-,-,-,True,False,False
gmlp_b16_224,timm,MlpMixer,73075392,0cc5d100,-,Computer_Vision,-,-,-,-,True,False,False
gpt1,transformers,OpenAIGPTModel,116534784,0342a9fe,-,Generative_AI,-,-,-,-,True,False,False
